mask,gmedian,rmedian,bmedian,gmean,rmean,bmean,gstd,rstd,bstd,isconvex,area,aspect_ratio_wh_s,extent_s,solidity,aspect_ratio_wh,extent,ed,ratio_ell,perimeter,is_cen_inside,is_mce_inside,Nr,label
12,185.0,90.0,218.0,180.27993779160187,90.62363919129082,210.57853810264385,18.340634300893633,15.323312964019914,21.029668142563253,0,585.5,1.6785714285714286,0.44490881458966564,0.9293650793650794,2.879310126369081,0.5931464977993384,27.30351174194334,8.76549205590227,127.49747383594513,1.0,1.0,999000465410311,rgs
13,49.0,39.0,34.0,61.166023166023166,52.285714285714285,46.285714285714285,32.560478981745625,34.92533995837324,35.10958339415917,0,230.5,1.3333333333333333,0.7683333333333333,0.9746300211416491,0.7368421052631579,0.8665413533834586,17.131308037083887,1.6170061606161334,60.38477599620819,1.0,1.0,999000465410311,p
14,58.0,35.0,46.0,64.18604651162791,44.536764705882355,52.34054054054054,32.50178613951881,35.33014628602174,31.588988782808933,0,513.0,1.9,0.675,0.9128113879003559,0.5135135135135135,0.7297297297297297,25.557227675339483,2.0360489965195727,99.94112479686737,1.0,1.0,999000465410311,p
15,165.0,161.0,164.0,163.11552090715804,158.34514528703048,161.77462792345855,18.161808553407894,18.018671201496048,17.887282553951284,0,1289.0,0.9245283018867925,0.12408548324990373,0.7001629549158066,0.11032093219976591,0.5793109309988366,40.511797950271536,11.312009760440608,309.1025928258896,1.0,1.0,999000465410311,rgs
16,167.0,162.0,165.0,164.32985074626865,160.22089552238805,162.8865671641791,14.599330540012076,14.34423840144337,14.13513559768324,0,617.0,0.7916666666666666,0.33826754385964913,0.9655712050078247,0.24716786226554405,0.7340510419056865,28.02835705319874,5.582744119474893,130.5096673965454,1.0,1.0,999000465410311,rgs
17,119.0,113.0,117.0,116.90119363395226,109.38859416445624,118.3395225464191,16.710403489507204,17.041108897408485,18.16568610034248,0,1388.0,4.333333333333333,0.5560897435897436,0.9051190088033909,0.18960443899344692,0.6704442476285934,42.038749839789546,16.482702509007417,249.5979789495468,1.0,1.0,999000465410311,o
18,180.0,91.0,211.0,174.49584905660376,92.69660377358491,204.1456603773585,20.089070100097963,18.30442847163476,23.85643993664382,0,1214.0,2.522727272727273,0.24856674856674857,0.9320537428023032,7.587248062607424,0.6671090598605688,39.315554266835505,10.951931207009421,256.45079123973846,1.0,1.0,999000465410311,rgs
19,136.0,140.0,135.0,123.02272727272727,127.01829268292683,122.6764252696456,59.2315264525178,59.74087567447736,57.91351675265835,0,618.0,1.7272727272727273,0.7392344497607656,0.9314242652599849,0.5513373642920396,0.8052514796043975,28.05106127486678,1.5962837233660774,105.11269783973694,1.0,1.0,999000465410311,v
20,62.0,43.0,49.0,72.46439257929383,55.698010849909586,59.58502994011976,39.123395999290956,42.62566574271335,40.37334320768557,0,1573.5,2.142857142857143,0.5994285714285714,0.7948977014397575,0.4594594594594595,0.6253974562798092,44.759830469303374,2.8209289652330223,212.4680359363556,1.0,1.0,999000465410311,p
21,164.0,159.0,163.0,162.56137931034482,157.1255172413793,161.35724137931035,20.86933135490812,20.776962637897757,20.650539760258372,0,652.5,0.9682539682539683,0.16978922716627634,0.8938356164383562,0.1289222550783762,0.682940161970865,28.823407205597565,8.208404471195678,184.83556723594666,1.0,1.0,999000465410311,rgs
22,59.0,57.0,48.0,62.69059405940594,59.61097256857855,53.5125,31.658071259707487,32.27907113314599,30.21323954411377,0,363.5,0.5714285714285714,0.8113839285714286,0.9344473007712082,1.8,0.8975308641975308,21.513311565429245,3.0831088971686924,82.72792184352875,1.0,1.0,999000465410311,o
23,178.0,171.0,182.0,170.28189910979228,163.5845697329377,174.03115727002967,22.027041620823457,22.030181600993075,22.053359410121672,0,558.0,2.6666666666666665,0.11862244897959184,0.8384673178061608,0.0714394770742879,0.5578420263996361,26.654599339742866,93.37642496737492,260.6518018245697,1.0,1.0,999000465410311,rgs
24,104.5,54.5,89.0,101.18103448275862,54.98275862068966,88.48275862068965,20.174497018868355,21.738644581759942,19.731596732940577,0,97.5,1.4,0.6964285714285714,0.9605911330049262,0.6923076923076923,0.8333333333333334,11.141851534268367,1.3920785932494715,38.72792184352875,1.0,1.0,999000465410311,p
25,54.0,25.0,41.0,59.88028169014085,31.738888888888887,46.609540636042404,28.07948536765231,22.489593615440327,27.62222144319369,0,523.0,1.12,0.7471428571428571,0.9483227561196736,0.8888888888888888,0.8070987654320988,25.805121233904135,1.8993251521101353,93.79898953437805,1.0,1.0,999000465410311,p
26,110.0,80.0,117.0,102.61660079051383,82.37647058823529,112.58167330677291,37.33894586840866,25.33569587720985,47.23262241616078,0,227.5,0.8888888888888888,0.7899305555555556,0.974304068522484,0.8823529411764706,0.8921568627450981,17.019459345914886,1.2558642618319578,57.55634891986847,1.0,1.0,999000465410311,rs
27,125.0,123.0,126.0,118.98013245033113,118.51655629139073,115.06622516556291,63.61113965905798,63.974317519205755,60.63119089702663,0,129.5,1.25,0.7194444444444444,0.955719557195572,0.7857142857142857,0.8409090909090909,12.84073677960901,1.0645199784397625,44.72792184352875,1.0,1.0,999000465410311,v
28,91.5,95.5,87.5,120.375,122.8375,115.4625,64.11988283676133,63.87789988524983,64.88970329528406,0,64.5,1.3,0.49615384615384617,0.9626865671641791,0.4305555252013395,0.7224462300768169,9.062226582657155,2.266100982320186,34.38477563858032,1.0,1.0,999000465410311,sl
29,125.5,118.5,122.0,121.1,115.11052631578947,117.03157894736842,43.773285532568714,45.56133396153553,43.78871583352303,0,153.5,0.17647058823529413,0.7524509803921569,0.9746031746031746,6.6,0.9303030303030303,13.980066885278035,4.190565517032086,73.0710676908493,1.0,1.0,999000465410311,ep
30,95.5,96.0,93.0,100.0303867403315,99.1767955801105,97.146408839779,19.89451920317679,19.49363723100756,19.844787250717005,0,326.5,2.142857142857143,0.7773809523809524,0.9746268656716418,0.4482758620689655,0.8660477453580901,20.38903409571014,1.7501957844623417,75.21320295333862,1.0,1.0,999000465410311,o
31,48.0,52.0,55.5,76.68739205526771,61.33396584440228,73.35795454545455,69.29173412389373,45.251043830651454,62.92391609736506,0,531.5,0.4,0.6561728395061729,0.8850957535387177,2.910447703024681,0.7684227358512422,26.013973514762004,3.0025362587312703,116.52691125869751,1.0,1.0,999000465410311,h
32,100.0,85.0,91.0,110.66381766381767,98.63532763532764,100.6068376068376,46.675406095109565,50.46409464980304,47.159175920228435,0,313.0,2.2142857142857144,0.7211981566820277,0.9033189033189033,0.43333333333333335,0.8025641025641026,19.963065333312567,2.6067860874457773,82.28427064418793,1.0,1.0,999000465410311,o
33,70.0,46.0,57.0,78.52993130520117,58.79940417080437,65.49901768172889,40.209557023800166,44.85197412115269,41.50575147753399,0,960.0,1.121212121212121,0.7862407862407862,0.9448818897637795,0.8888888888888888,0.8333333333333334,34.961549778946534,1.2902571659107933,126.76955211162567,1.0,1.0,999000465410311,o
34,76.5,75.0,65.5,72.1953125,71.08695652173913,65.03543307086615,34.45594075086826,34.013952435764615,31.764430727751424,0,227.5,0.85,0.6691176470588235,0.9342915811088296,1.1875,0.7483552631578947,17.019459345914886,1.266877649617733,62.38477599620819,1.0,1.0,999000465410311,o
35,208.0,202.0,208.0,201.1242268041237,194.45945017182132,201.06529209621993,18.82829442073606,19.09123253839694,18.90281342813477,0,4186.5,0.9339622641509434,0.3989422527158376,0.967082467082467,2.091787606849164,0.6072062824305987,73.00970725892385,2.442929422767425,317.5462461709976,1.0,1.0,999000465410311,rgs
36,62.0,41.0,54.0,73.88026315789473,53.590250329380765,64.91973684210527,36.566739703757115,40.634389140643556,36.256326198395115,0,684.5,3.0869565217391304,0.4191671769748928,0.7281914893617021,0.29255713307146103,0.47011570241733996,29.521728749706018,3.424751945237817,165.154327750206,1.0,1.0,999000465410311,p
37,119.0,106.0,110.0,116.91022443890274,110.21945137157107,108.57605985037407,38.42921945511875,42.75035366931046,39.00751031255965,0,326.0,0.14285714285714285,0.4657142857142857,0.6805845511482255,0.1297215656060299,0.5260382106822564,20.37341629633241,6.942483341512117,153.79898941516876,1.0,1.0,999000465410311,ep
38,148.0,152.0,141.0,144.6722891566265,147.4,137.11566265060242,32.65199605792869,35.47772421763621,32.93763541862914,0,342.5,0.11267605633802817,0.6029929577464789,0.8374083129584352,0.09066877025297497,0.7699568380642753,20.88263738304607,12.89482302905063,150.04163014888763,1.0,1.0,999000465410311,ep
39,15.0,17.0,18.0,22.151832460732983,23.948863636363637,24.0375,20.42411530938081,19.400172763512497,20.977037296768103,0,179.5,2.0833333333333335,0.5983333333333334,0.9181585677749361,2.317757071293457,0.6832038881742979,15.117754405994354,2.15069087031614,61.21320295333862,1.0,1.0,999000465410311,o
40,182.0,187.0,175.0,175.71618625277162,180.61973392461198,169.0188470066519,29.717019836092284,28.87154378843345,30.60278887485491,0,727.0,4.023255813953488,0.09772818927275172,0.7208725830441249,28.684470344132517,0.6687289144318587,30.424416987387996,45.12995897364412,381.13708305358887,1.0,1.0,999000465410311,sw
41,157.0,167.0,145.0,156.9699604743083,166.46245059288538,144.8790513833992,13.441921872812731,12.782722603446024,14.25162066539259,0,1165.5,1.4,0.23125,0.8958493466564181,5.561831753671909,0.6401014289349165,38.52221033882703,8.648423852121011,228.3502858877182,1.0,1.0,999000465410311,sw
42,101.0,53.0,89.5,99.75,53.75,89.1413043478261,12.91243502445877,15.113070214365704,11.22263001197283,0,75.0,1.5555555555555556,0.5952380952380952,0.9259259259259259,0.6153846153846154,0.7211538461538461,9.772050238058398,1.7886370161323284,36.14213538169861,1.0,1.0,999000465410311,p
43,90.5,76.5,85.5,92.83333333333333,76.31666666666666,87.75,23.92290859313632,24.279958584991224,23.627402876039227,0,40.5,0.2222222222222222,0.5625,0.8804347826086957,5.666666666666667,0.7941176470588235,7.1809610472257885,4.230149541824659,39.071067690849304,1.0,1.0,999000465410311,o
44,111.5,114.0,98.0,108.97297297297297,109.74774774774775,101.11607142857143,54.61733537617763,55.11764133940468,51.446790392688094,0,191.5,1.4210526315789473,0.3732943469785575,0.7539370078740157,0.35514019142089487,0.6122725054927958,15.614908671419878,2.8928347813777173,73.35533821582794,1.0,1.0,999000465410311,o
45,46.0,32.0,38.0,62.68896321070234,50.69066366704162,56.116331096196866,49.25179566794536,48.25648493238745,48.23910317965267,0,683.5,0.8484848484848485,0.7397186147186147,0.960646521433591,1.1851851851851851,0.7910879629629629,29.50015642037316,16.001662356538624,110.04163014888763,1.0,1.0,999000465410311,p
46,125.0,128.5,117.0,120.20886075949367,122.16455696202532,112.65822784810126,55.675262533694465,56.10431748086408,55.29973243141472,0,129.5,1.9285714285714286,0.3425925925925926,0.8961937716262975,4.1999999573503874,0.6851852207277596,12.84073677960901,4.74460014995695,64.5269113779068,1.0,1.0,999000465410311,sl
47,102.0,105.0,98.5,96.92063492063492,96.47567567567567,92.62222222222222,48.03756298770717,46.08594442118021,44.694786615636545,0,143.0,0.1111111111111111,0.6355555555555555,0.910828025477707,11.0,0.8125,13.493452297211721,9.872730899660882,92.48528122901917,1.0,1.0,999000465410311,o
48,79.0,94.0,75.0,82.78787878787878,99.07070707070707,77.93939393939394,28.83820163044563,30.792315886952533,29.856497924565087,0,82.0,1.0,0.6776859504132231,0.9590643274853801,1.0,0.82,10.217907939900583,1.3245848367837754,35.31370830535889,1.0,1.0,999000465410311,o
49,97.0,93.0,94.0,93.4274193548387,90.68595041322314,89.76422764227642,35.37909292111537,31.848306014567573,33.81082746209793,0,103.0,0.6470588235294118,0.5508021390374331,0.8956521739130435,2.3333331448468777,0.7663692642792312,11.451797811161432,3.2479642772206203,46.14213538169861,1.0,1.0,999000465410311,vp
50,136.0,134.0,136.0,135.88622754491018,132.7418496340652,134.29807052561543,36.301846351250056,30.16865254828021,42.130270868929514,0,1341.5,9.6875,0.5409274193548387,0.7350684931506849,0.09030789526003939,0.6248317628560898,41.32857182703294,11.416367274271646,332.18376553058624,1.0,1.0,999000465410311,o
51,104.0,109.0,95.5,107.14832535885168,113.62679425837321,99.23039215686275,61.64702742240328,61.881616023540815,60.32860065266688,0,177.5,1.0384615384615385,0.25284900284900286,0.8513189448441247,4.454544975255661,0.6586271907019966,15.033297016639143,5.541671265375314,77.9827550649643,1.0,1.0,999000465410311,o
52,66.0,44.0,58.0,70.52173913043478,51.606851549755305,63.66074313408724,31.79019781581521,34.69118601298823,33.267330466179196,0,565.5,1.4615384615384615,0.5723684210526315,0.7881533101045296,0.5425287156850835,0.6885591296646633,26.83313180655092,1.7797246405654783,121.01219236850739,1.0,1.0,999000465410311,p
53,149.0,138.0,141.0,127.6923076923077,118.87412587412588,120.4965034965035,48.99011328390312,48.299744042650524,49.05183131756276,0,102.0,0.125,0.51,0.8395061728395061,9.75,0.6538461538461539,11.396070970426017,6.68622626815977,82.48528122901917,1.0,1.0,999000465410311,ep
54,192.0,202.5,181.0,175.33443708609272,184.83443708609272,163.82872928176795,55.52426895715219,55.278116471760036,55.3290353978251,0,723.0,0.6464088397790055,0.03414081314633801,0.4694805194805195,0.045005528990383036,0.35210329658084416,30.340603007249587,19.598873858461243,458.44068372249603,1.0,1.0,999000465410311,sw
1,232.0,239.0,221.0,231.2597334953774,237.0432992503395,222.43097728696063,18.000174355568742,14.697565524804144,21.907745837592376,0,161774.0,2.112211221122112,0.8342306105610561,0.9015140960840805,0.4726134585289515,0.8383028117194706,453.84695009439713,3.3551686999007835,3537.8073383569717,1.0,1.0,999000465410312,s
2,83.0,107.0,64.0,99.03422863755405,104.90654033101582,84.22839811834612,56.557798978946636,53.538819169926235,62.915411843769355,0,16131.5,1.596774193548387,0.6570340501792115,0.9132933250297232,1.601625966839794,0.6657382898003892,143.31525988496577,4.719615862477444,646.6345565319061,1.0,1.0,999000465410312,tram
3,205.0,195.0,206.0,199.70575805599577,190.69096671949288,200.51135763338615,16.139727756812377,17.627839833796173,16.150948771780413,0,1808.0,0.921875,0.4788135593220339,0.9490813648293963,0.6772361596539714,0.5465192434919249,47.9793403131095,1.3598137524983807,198.65180122852325,1.0,1.0,999000465410312,rgs
4,232.0,238.0,221.0,230.84781278678494,236.6853472009789,221.99287855613338,19.032502563438534,15.855168023493317,22.78479173120885,0,163133.5,2.12624584717608,0.8468308762458472,0.9119360266536976,0.4694835680751174,0.8509833072509129,455.74995696220714,3.1124471219528256,2815.349406838417,1.0,1.0,999000465410312,s
5,116.0,109.0,119.0,119.34518369256234,112.12987417989038,122.2472728145034,23.67133569122451,23.61091498486885,23.21228141006164,0,165551.5,2.057877813504823,0.8317498995176849,0.9233856236491669,0.48513302034428796,0.8357388055934172,459.1151451327034,2.2193747801814028,2330.2468155622482,1.0,1.0,999000465410312,r
7,202.0,193.0,203.0,197.59758203799655,189.32124352331607,198.75647668393782,17.92429082020669,19.111627757783882,17.823480235068317,0,532.0,1.3793103448275863,0.4586206896551724,0.9466192170818505,1.0962344334599783,0.5522374257209798,26.026206750102993,1.5734355599015866,109.39696860313416,1.0,1.0,999000465410312,rgs
8,101.0,92.0,101.0,97.38231217077904,89.95832175604335,98.11564059900167,39.535435711306704,37.43574191953042,39.69495713891352,0,3496.0,1.7254901960784315,0.7789661319073083,0.9357601713062098,1.7546467706403852,0.8040072749138155,66.7176546979443,1.9095430155002235,257.19595777988434,1.0,1.0,999000465410312,b
9,145.0,129.0,151.0,142.9667530224525,127.06174438687393,149.59369602763385,16.90339359473267,15.943041028406498,17.86401168908619,0,2217.0,2.0,0.5725723140495868,0.9436050223451798,2.2552924552375346,0.6502054970582097,53.12976633374041,2.123455681941796,222.50966620445251,1.0,1.0,999000465410312,r
10,93.0,96.0,79.0,93.86974789915966,100.43557422969188,81.67461430575035,23.629578582151197,27.88623688961165,23.33118802223023,0,1346.5,0.5344827586206896,0.7488876529477196,0.8955769870302627,0.5278875658312153,0.7876445264612614,41.40551952319759,1.2133850755538163,169.6984841823578,1.0,1.0,999000465410312,b
11,158.0,154.0,154.0,122.26430205949657,120.48587896253602,120.1386167146974,55.759202031956725,53.515116257291815,54.526318435422574,0,3382.0,1.816326530612245,0.7755102040816326,0.9480028030833917,0.5454545454545454,0.8006628787878788,65.62085141396993,2.020258682591591,253.740114569664,1.0,1.0,999000465410312,b
12,145.0,129.0,151.0,143.11154345006486,127.19066147859922,149.74016428880242,16.67137704889405,15.77455357682679,17.62690185901203,0,2212.5,2.0,0.5714101239669421,0.9436980166346769,2.2660254890574527,0.65196268695654,53.0758183425046,2.1813308113230736,221.92388010025024,1.0,1.0,999000465410312,rp
13,122.0,122.0,117.0,121.70037278657968,122.76675977653632,117.09217877094972,64.29258152387118,63.74112618214683,62.15356031532873,0,2061.0,1.794871794871795,0.7549450549450549,0.9143744454303461,1.939982314060385,0.8027718752436099,51.226425814214004,1.8324970459354786,202.56854164600372,1.0,1.0,999000465410312,v
14,196.0,188.0,197.0,191.2405063291139,182.8639240506329,192.14240506329114,20.66992874138686,20.926721813691927,20.402018993859336,0,280.5,1.7,0.4125,0.919672131147541,2.274193450186889,0.5454701818414153,18.898245746582223,8.138757255269054,83.49747371673584,1.0,1.0,999000465410312,rgs
15,122.0,106.0,129.0,113.53576583801123,99.47017940843705,120.9588612670409,29.001650187317097,25.313809518436386,29.70025326106582,0,12163.5,2.3307086614173227,0.32356618429453077,0.8153846153846154,0.21016484134172744,0.568860086925386,124.44697345611162,21.184355819553662,760.2569209337234,1.0,1.0,999000465410312,pa
16,164.0,159.0,162.0,156.40799297321036,152.04351648351647,153.3375824175824,24.837955061767218,24.384238215466755,25.26047807142718,0,2168.0,2.696969696969697,0.7381681988423562,0.9342814048696402,3.029639214800791,0.8140206226754062,52.53935032892806,4.0950342976899154,232.56854152679443,1.0,1.0,999000465410312,b
17,176.0,93.0,205.0,170.02115384615385,94.51442307692308,196.56730769230768,24.329341548983617,19.99484990551524,28.397780392365487,0,944.0,5.277777777777778,0.552046783625731,0.9081289081289081,7.034013890122993,0.7576942293358667,34.668979365276876,7.757426838040686,204.08326017856598,1.0,1.0,999000465410312,rgs
18,84.0,82.0,75.0,94.28061224489795,94.13520408163265,85.69132653061224,29.171079325470824,31.384459066179843,31.409192503955282,0,717.0,0.2542372881355932,0.8101694915254237,0.9502982107355865,0.2413793103448276,0.8830049261083743,30.2144461073691,3.544000409009997,138.62741661071777,1.0,1.0,999000465410312,o
19,83.0,107.0,64.0,98.77973005836576,104.67854290804104,84.01316765578635,56.60290665637656,53.58751506930293,62.91376893548218,0,16161.5,1.596774193548387,0.6582559465623982,0.9103531797442685,1.601625966839794,0.6669763735925976,143.4484607872714,6.415354042525317,649.9482645988464,1.0,1.0,999000465410312,tram
20,98.0,65.0,86.0,105.84077669902912,80.54703712243486,96.07466270294992,51.243203550093845,58.42016175614592,52.71528902867281,0,8478.0,1.4727272727272727,0.47575757575757577,0.7719905299581132,0.550770338837411,0.5881804305102494,103.89670283634948,1.8045647193809706,623.2447279691696,1.0,1.0,999000465410312,p
21,50.0,38.0,43.0,60.147180192572215,50.001422475106686,53.241573033707866,41.30207524019038,41.87471999146356,40.02847387949072,0,678.0,0.8857142857142857,0.6248847926267281,0.9021956087824351,0.8365758187453236,0.7116818851229848,29.381225490616288,1.3028823010972939,109.25483310222626,1.0,1.0,999000465410312,p
22,81.0,76.0,86.0,78.12470862470863,75.60046457607433,78.36023391812866,45.025422191947506,42.3601965096052,43.30859007419069,0,805.0,2.090909090909091,0.7954545454545454,0.9549228944246738,0.4666666666666667,0.8518518518518519,32.01496265048276,2.0343858079380626,121.11269783973694,1.0,1.0,999000465410312,bus
23,58.0,58.0,50.0,63.55808080808081,60.39463601532567,54.742058449809406,30.684969181839502,31.654606646270224,27.967139863671147,0,737.5,0.6756756756756757,0.7972972972972973,0.9282567652611705,1.5,0.8535879629629629,30.643338007504706,1.2535928046900795,116.04163026809692,1.0,1.0,999000465410312,o
24,207.0,199.0,207.0,202.09235368156072,193.735368156073,202.36910006293266,16.198844971551345,17.210954155018108,15.91584268395872,0,4404.0,0.9903846153846154,0.4111277072442121,0.9667434968719131,0.509021662115569,0.599890901334621,74.88222055343749,2.616441571114767,322.13202953338623,1.0,1.0,999000465410312,rgs
25,101.0,93.0,101.0,97.83734939759036,90.54308452250274,98.40427280197206,40.22347004661526,38.29967425741986,40.391352092263745,0,3541.5,1.7254901960784315,0.7891042780748663,0.9476853090714477,0.5747126436781609,0.8141379310344827,67.15041211846416,1.8678093213511489,255.4385987520218,1.0,1.0,999000465410312,b
26,127.0,112.0,118.0,137.7669841269841,124.0215873015873,129.03301587301587,47.787409400946984,55.84857796732641,49.37589080200793,0,1499.5,1.3571428571428572,0.6263575605680869,0.884660766961652,1.3870417419915815,0.7487793113224601,43.694652960406685,1.5247545864363057,172.6101714372635,1.0,1.0,999000465410312,p
27,49.0,51.0,57.0,80.02068252326784,58.827968923418425,76.25643896976484,72.81136531246682,43.135132568365755,66.01890084884744,0,900.5,0.48148148148148145,0.6413817663817664,0.8288080994017487,2.273049225168064,0.722344759895003,33.86077686695942,2.1444218457251787,178.1248903274536,1.0,1.0,999000465410312,h
28,82.0,72.0,71.0,95.10288065843622,82.09053497942386,83.32921810699588,49.232313487081676,53.05265682329296,50.32477494696541,0,210.5,0.4482758620689655,0.5583554376657824,0.913232104121475,2.3333333333333335,0.6264880952380952,16.371222439596615,2.362543231138288,70.04163014888763,1.0,1.0,999000465410312,p
29,102.0,104.0,96.0,116.29901356350184,118.95992601726265,111.73612823674476,44.95361342883695,46.43347995954632,45.6144045034355,0,1370.5,0.3473053892215569,0.14149287631633284,0.2516988062442608,3.2459280871630463,0.15148154780392878,41.77289547134051,1.4353244528275289,454.95331740379333,0.0,1.0,999000465410312,sl
30,8.0,8.0,7.0,12.579545454545455,14.359281437125748,11.75,13.71232159153774,15.48699340585927,13.31777667914865,0,162.5,1.4615384615384615,0.6578947368421053,0.9420289855072463,0.6026490302273493,0.7686849840214554,14.38406847937898,2.4686926922368664,53.55634880065918,1.0,1.0,999000465410312,o
31,207.0,199.0,207.0,202.32507104515315,193.863909062204,202.60246289864224,15.694196749336621,17.124208151996545,15.413391066977367,0,4320.5,0.9902912621359223,0.4112411955073291,0.9645049670722179,0.5028735744223337,0.6030254486125832,74.16893859984967,2.3507741182677493,318.7178158760071,1.0,1.0,999000465410312,rgs
32,82.0,93.0,77.0,106.27669902912622,114.99514563106796,100.01960784313725,66.97025959824994,66.14829600083243,66.45763509628756,0,177.5,1.5,0.4622395833333333,0.8554216867469879,0.4814814595423807,0.6321225323414413,15.033297016639143,2.257249891386742,63.69848418235779,1.0,1.0,999000465410312,o
33,151.0,144.0,153.0,148.04273504273505,140.95726495726495,149.68376068376068,24.318187475471742,24.552888375143898,24.217550170993928,0,95.5,1.3333333333333333,0.31833333333333336,0.9095238095238095,3.8352943690340324,0.6961747853061159,11.026984017500345,3.4549647526405507,51.35533916950226,1.0,1.0,999000465410312,rgs
34,96.0,85.0,107.0,101.09883720930233,88.40697674418605,111.0436046511628,31.767397702478757,29.89876442456675,32.01631787483226,0,622.0,2.032258064516129,0.318484383000512,0.8597097442985487,4.297376373545296,0.577302071743366,28.14169498849121,4.516536855435391,154.85281217098236,1.0,1.0,999000465410312,pa
35,153.0,143.0,161.0,149.3116883116883,139.2207792207792,157.36363636363637,18.781906006939227,18.45008948461274,18.53876884836809,0,57.0,3.6,0.6333333333333333,0.926829268292683,0.23529411764705882,0.8382352941176471,8.51907589177983,3.933441197491883,39.65685415267944,1.0,1.0,999000465410312,rp
36,232.0,238.0,223.0,201.060773480663,205.7272099447514,194.08770718232043,63.79919644325501,62.90934045094176,64.83359416043169,0,1181.0,0.4377358490566038,0.03841899804814574,0.35798726886935434,16.458078198273544,0.2344037368965369,38.77751800118501,3.2650552345813377,625.61225938797,-1.0,-1.0,999000465410312,sw
37,129.0,130.0,125.0,137.72846715328467,133.6778588807786,134.48953771289538,29.225796729727726,25.311958672992834,35.880495925560304,0,1869.0,3.933333333333333,0.23465160075329566,0.7675564681724846,10.863554181551983,0.6273186774057219,48.78201214699963,17.827851311409866,399.82337474823,1.0,1.0,999000465410312,o
38,17.0,22.0,13.0,26.12780269058296,33.13002364066194,23.071240105540898,27.23768966379415,31.882758359560082,27.08693502148068,0,416.0,0.9615384615384616,0.64,0.8455284552845529,1.1069181557703238,0.743281765173911,23.014509567006368,1.4279539908765193,97.11269772052765,1.0,1.0,999000465410312,o
