mask,gmedian,rmedian,bmedian,gmean,rmean,bmean,gstd,rstd,bstd,gq25,gq75,rq25,rq75,bq25,bq75,cdmean,cdstd,isconvex,area,aspect_ratio_wh_s,extent_s,solidity,aspect_ratio_wh,extent,orien_rre,orien_ell,ed,ratio_ell,perimeter,is_cen_inside,is_mce_inside,leftm,rightm,topm,bottomm,label,Nr,label_group
12,70.0,81.0,58.0,71.38733125649013,82.28245067497404,58.60643821391485,22.946651874162097,22.334918189370295,23.864924493121322,56.0,84.0,67.0,94.0,43.0,71.0,16.951074605454476,3.9611225259547527,0,904.5,0.8055555555555556,0.8663793103448276,0.9783666846944294,1.25,0.9229591836734694,90.0,81.5763931274414,33.935897928490924,1.6571306504328622,119.55634891986847,1.0,1.0,556,584,274,309,b,999000608525971,building
13,81.0,71.0,87.0,78.88235294117646,69.5066413662239,84.67931688804553,31.403619181385356,30.753063337801944,32.285485443328035,57.75,101.0,48.0,90.0,63.0,107.0,11.052313155202453,3.872135424138493,0,2003.0,2.7142857142857144,0.602406015037594,0.9238929889298892,3.252100745862183,0.7067671922047765,7.125016689300537,99.9217529296875,50.50048324624756,3.3285087632231702,235.33809340000153,1.0,1.0,362,456,381,415,o,999000608525971,other
14,80.0,80.0,77.0,119.41076115485565,119.51181102362204,117.03937007874016,80.83667172605577,80.87836687244489,81.15859541725625,50.0,206.0,50.0,207.5,48.0,204.75,2.227316873478051,1.0176246766687993,0,697.0,2.9,0.6008620689655172,0.7787709497206704,3.1194691721412835,0.6659065671007851,1.5481576919555664,92.92132568359375,29.790064831759068,3.508172762368189,142.91168677806854,1.0,1.0,5,62,618,637,t,999000608525971,other
15,82.0,77.0,91.0,91.06589821661592,85.34710743801652,97.7016093953893,39.65156811019327,36.822298832162936,40.40957289525436,63.0,114.0,60.0,107.0,68.0,119.0,12.413323937954898,8.55853502462622,0,4466.0,1.7868852459016393,0.671679951872462,0.9198764160659114,1.8219126779414219,0.6967948018452031,1.2453643083572388,90.32728576660156,75.40747845397854,1.715999145122949,298.4507905244827,1.0,1.0,112,220,225,285,b,999000608525971,building
16,101.0,102.5,98.0,96.97124600638978,98.2555910543131,94.11980830670926,35.33051343523935,35.17739402243663,35.2109120824172,73.0,122.0,75.0,123.0,70.25,119.0,3.321053897937405,1.69645195918018,0,571.5,0.875,0.6378348214285714,0.7910034602076125,0.8055554521572211,0.7261612099193178,7.125016689300537,16.230989456176758,26.97510703993861,1.109695048509637,121.49747323989868,1.0,1.0,509,536,342,373,bi,999000608525971,means_of_transportation
17,69.0,81.0,54.0,72.13546160483175,83.12165660051768,56.685936151855046,20.22529986314076,19.622622714381574,20.715120184998348,59.0,81.0,70.0,92.0,44.0,66.0,18.942671187882585,3.5511059556020808,0,1094.0,0.9459459459459459,0.8447876447876448,0.9672855879752431,1.0303030336571242,0.893944348630412,87.39744567871094,83.64718627929688,37.32189788770486,1.706643309469439,132.97056245803833,1.0,1.0,594,628,271,307,b,999000608525971,building
18,95.0,95.0,89.0,97.56645230439443,97.81243301178992,91.13451232583066,32.80343762142253,32.94091914476416,32.28398603389901,74.0,119.0,75.0,119.0,68.25,112.0,6.833771215162772,3.1826330250881663,0,1779.0,0.7166666666666667,0.6895348837209302,0.8759231905465288,1.4047619047619047,0.7179176755447942,90.0,14.819458961486816,47.59299475851309,1.5251554591514203,190.2253954410553,1.0,1.0,70,112,256,315,b,999000608525971,building
19,67.0,41.0,47.0,82.35568710023439,62.12121091732549,64.84076913908864,58.153642309974664,62.6338852611949,57.77554206929087,43.0,100.0,20.0,77.0,26.0,80.0,17.090596650723057,6.564098043418072,0,24707.5,0.5404411764705882,0.6179346738695478,0.8235970599509992,0.5386005979584875,0.649823756726985,8.686354637145996,3.7967517375946045,177.36562815704747,2.0601507092618916,866.9919817447662,1.0,1.0,354,500,62,333,p,999000608525971,vegetation
20,71.0,80.0,61.0,77.82592592592593,82.90555555555555,67.51666666666667,30.571580758419856,30.216018051913792,31.099090435669112,56.0,93.0,63.0,97.0,46.0,83.0,12.297657835587206,3.251355942145411,0,495.0,0.6666666666666666,0.825,0.9649122807017544,1.5263157894736843,0.8983666061705989,90.0,126.79659271240234,25.104851615652017,1.093296537318323,91.31370830535889,1.0,1.0,526,545,277,306,b,999000608525971,building
21,51.0,60.0,48.0,56.528,65.408,53.432,37.142588529431634,37.96639131301964,35.575647700826664,26.0,86.5,34.0,97.0,24.5,82.0,9.241552999875951,4.787382529505777,0,337.5,2.2142857142857144,0.7776497695852534,0.9615384615384616,0.43333333333333335,0.8653846153846154,90.0,88.81956481933594,20.72964896828013,1.9764557567170649,78.38477599620819,1.0,1.0,52,82,323,336,v,999000608525971,means_of_transportation
22,97.5,100.0,88.0,100.66847826086956,101.91485507246377,90.06521739130434,28.197489722842658,28.94600790315861,28.786622930370797,80.0,117.0,80.75,121.0,69.0,106.0,9.898642316076653,2.720466553624786,0,504.5,1.6666666666666667,0.6863945578231293,0.918943533697632,2.018000124125318,0.8089999900781709,10.12467098236084,99.43258666992188,25.344611859700862,2.976625807513532,99.21320307254791,1.0,1.0,0,34,294,314,b,999000608525971,building
23,114.0,115.0,104.0,111.42281879194631,114.97986577181209,107.46979865771812,57.531687353775155,59.36989834513938,52.46597581366677,67.0,155.0,72.0,159.0,70.0,145.0,8.994895000243343,5.191643427061142,0,126.0,2.111111111111111,0.7368421052631579,0.9767441860465116,0.4444444444444444,0.875,90.0,98.29927825927734,12.666024736934256,1.5720186000159355,47.31370830535889,1.0,1.0,301,319,324,332,v,999000608525971,means_of_transportation
24,93.0,70.0,80.0,100.6347866854196,79.75949367088607,88.80965775902484,43.444887779587354,45.79616889995652,43.11041179118468,70.0,124.0,46.0,103.0,58.0,113.0,15.25706306826519,6.215207867860434,0,2053.0,0.9649122807017544,0.6548644338118023,0.9456471672040534,1.192967419050986,0.7202371456467141,56.97612762451172,158.13868713378906,51.1269086229677,1.2383104486478032,186.1665198802948,1.0,1.0,470,524,264,320,p,999000608525971,vegetation
25,162.0,159.0,159.0,148.1200980392157,146.45955882352942,144.12622549019608,38.36940274042658,38.887952817230776,37.62788648908451,118.0,180.0,116.0,179.0,115.0,175.0,3.965918247123013,1.6801675646708631,0,758.5,1.375,0.5387073863636364,0.9540880503144654,2.450570280182109,0.8468622602351831,19.09349250793457,109.90215301513672,31.076553777431965,3.2854310486002545,127.49747383594513,1.0,1.0,596,639,498,529,ct,999000608525971,infrastructure
26,120.0,118.0,112.0,116.2095937770095,115.07692307692308,109.04235090751945,48.15353464131264,49.03151187049097,48.34636202989793,79.0,159.0,77.0,158.0,71.0,152.0,6.362127636450035,2.4106914670309036,0,2221.0,1.1666666666666667,0.8262648809523809,0.9467178175618073,0.8545454545454545,0.8591876208897485,90.0,52.287872314453125,53.177674158022334,1.174078932230049,194.76955199241638,1.0,1.0,294,349,277,324,b,999000608525971,building
27,40.0,28.0,30.0,44.46204311152765,29.840674789128396,35.334582942830366,24.472489244993323,15.44834227416727,22.573457178033646,26.0,59.0,20.0,36.0,19.0,45.5,11.805403132958514,7.927398114976422,0,1008.0,1.1176470588235294,0.7801857585139319,0.9504950495049505,0.8918918918918919,0.8255528255528255,90.0,90.58836364746094,35.82492792865108,1.182372531904246,127.5979790687561,1.0,1.0,111,148,282,315,p,999000608525971,vegetation
28,93.0,89.0,91.0,91.9113924050633,86.74683544303798,89.9367088607595,40.55506956819901,40.67078955340026,40.68475339471355,68.5,129.5,63.0,124.5,66.0,128.0,3.9769132689835875,1.0263328715473148,0,63.0,0.5833333333333334,0.75,0.9921259842519685,1.8333333333333333,0.9545454545454546,90.0,2.7985000610351562,8.95623198216277,1.544713022589427,31.656854152679443,1.0,1.0,169,175,324,335,o,999000608525971,other
29,73.0,42.0,56.0,78.48122317596567,51.636802575107296,62.4093347639485,42.09471834644972,42.37442389079648,40.80824175660617,51.0,97.0,24.0,66.0,36.0,79.25,19.553376234148864,8.271170350180322,0,1786.5,0.7049180327868853,0.6810903545558521,0.9492561105207227,1.6138510590074793,0.8215115914584342,74.35775756835938,168.87274169921875,47.69321174621571,1.6794703149173902,174.12489008903503,1.0,1.0,351,393,265,325,p,999000608525971,vegetation
30,95.5,98.0,93.0,92.0398773006135,94.17791411042944,89.93251533742331,36.79217381417786,36.801560423938476,36.61801307284625,64.0,119.0,66.0,121.75,63.0,118.0,3.0802063064022436,1.6649452878191942,0,297.0,0.9090909090909091,0.675,0.9674267100977199,0.8064516016757628,0.7664514372303567,45.0,41.11214828491211,19.44613444328572,1.1815164251906436,65.94112503528595,1.0,1.0,509,528,353,374,o,999000608525971,other
31,110.0,112.0,107.0,102.88181818181818,103.77878787878788,100.45757575757575,34.706666502626234,34.72807141183207,35.38455004662114,77.25,127.75,79.25,128.0,74.0,125.0,3.733006784080382,2.283894809645355,0,293.5,0.45454545454545453,0.592929292929293,0.9129082426127527,0.3753799190748775,0.7385987452101843,8.530765533447266,8.031192779541016,19.331213267143124,2.670329233565811,80.87005722522736,1.0,1.0,437,451,332,364,bi,999000608525971,means_of_transportation
32,94.0,60.5,74.0,93.6867469879518,65.01807228915662,74.49397590361446,12.150588969654057,19.625245878765526,12.203962909572224,85.25,101.0,50.0,78.75,66.0,81.0,22.666152693971565,7.7721402859088125,0,142.0,0.9333333333333333,0.6761904761904762,0.9372937293729373,1.0769230769230769,0.7802197802197802,90.0,77.90387725830078,13.446189622059965,1.4326494457838181,49.31370830535889,1.0,1.0,626,639,304,318,p,999000608525971,vegetation
33,69.0,72.5,63.0,82.57894736842105,84.88815789473684,75.6907894736842,49.6540036966053,49.92725620736755,48.44845790178405,44.0,104.5,47.0,110.0,39.0,102.5,7.120732095038663,2.0221360191166933,0,130.0,1.5,0.6018518518518519,0.9454545454545454,0.6470588235294118,0.6951871657754011,90.0,67.8105697631836,12.865501965161373,1.8224632761316746,47.79898989200592,1.0,1.0,41,58,320,331,v,999000608525971,means_of_transportation
34,88.0,72.0,78.0,88.95115681233933,78.12082262210797,78.20565552699229,34.66320037303789,37.14369101687004,34.67793604326344,63.0,111.0,51.0,101.0,53.0,101.0,10.23757642466997,3.964181724746448,0,353.5,1.4444444444444444,0.7553418803418803,0.9605978260869565,0.68,0.831764705882353,90.0,90.49327850341797,21.215328870038288,1.5175525944050652,76.04163002967834,1.0,1.0,47,72,299,316,p,999000608525971,vegetation
35,57.5,65.0,55.0,64.85283018867925,71.75849056603774,60.58679245283019,43.30328587372706,43.07915239772615,41.40509738802266,30.0,92.0,37.0,101.0,29.0,86.0,8.652969350445955,4.29117370129762,0,481.5,2.4705882352941178,0.6743697478991597,0.9093484419263456,2.6751916779499685,0.7464094257326253,6.842772960662842,96.00907897949219,24.76014621907514,2.933977382329972,102.87005710601807,1.0,1.0,41,82,320,336,v,999000608525971,means_of_transportation
36,35.0,42.0,34.5,49.842592592592595,56.083333333333336,48.592592592592595,42.25345965169862,42.11033237333318,41.55831178553394,18.75,71.75,25.75,81.25,19.5,74.5,6.887472055071229,4.040811897302116,0,87.5,0.5,0.5401234567901234,0.8706467661691543,2.121211868460054,0.6439394972797334,75.96376037597656,174.71820068359375,10.55502061411188,2.550731053747581,43.55634891986847,1.0,1.0,286,294,326,343,h,999000608525971,other
37,136.0,137.0,134.0,134.01231922870915,133.72362078200322,130.66416711301554,40.58369463595068,40.45549035287081,39.941001165034294,100.0,170.0,100.0,169.0,98.0,166.0,3.313650512057924,1.8362462442861773,0,882.5,3.280701754385965,0.08279388310348063,0.6460468521229868,23.374829204140937,0.5532110286032856,16.63511848449707,106.0714111328125,33.52064883364851,27.305327120700813,420.14927566051483,1.0,1.0,109,295,340,396,curb,999000608525971,curb
38,87.0,63.0,76.0,89.61151079136691,67.26858513189448,78.64988009592327,23.223916017234107,25.496034321118724,25.77465909656956,74.0,102.0,48.0,83.0,59.0,95.0,16.24672524608276,5.568334475788269,0,379.5,1.0454545454545454,0.75,0.9511278195488722,0.9545454545454546,0.8214285714285714,90.0,107.30208587646484,21.981683448430292,1.2202762718731666,79.21320307254791,1.0,1.0,527,549,303,324,o,999000608525971,other
39,109.0,110.0,102.0,124.32941176470588,125.59411764705882,118.20294117647059,58.78638062266466,58.85680500001414,59.59858360582128,84.0,138.25,86.75,139.5,76.0,132.25,6.030973006066394,3.558187450575339,0,266.0,0.09722222222222222,0.5277777777777778,0.7710144927536232,11.833333333333334,0.6244131455399061,90.0,1.439300775527954,18.403307281560924,8.748795678905584,150.1421353816986,1.0,1.0,288,294,253,324,ep,999000608525971,infrastructure
40,109.5,109.0,103.5,109.66666666666667,109.56349206349206,104.34920634920636,23.6196716507425,23.772565230676356,24.000435664140163,93.25,123.75,92.5,124.75,86.0,119.75,4.396704202027926,1.1534157191774388,0,94.5,0.22580645161290322,0.43548387096774194,0.7297297297297297,0.17222223000488462,0.6115591471840572,3.1798300743103027,179.59307861328125,10.969099187147178,4.1305802304323755,65.55634880065918,1.0,1.0,530,536,344,374,o,999000608525971,other
41,150.0,152.0,145.5,145.88297872340425,146.2836879432624,141.12056737588654,20.888859759431405,20.952606514045165,20.759676946237075,134.0,161.0,134.0,162.0,128.25,156.0,4.407361399366476,2.3736611279246906,0,249.5,1.9333333333333333,0.5735632183908046,0.9504761904761905,2.2967034310683214,0.6559229513086937,8.130102157592773,112.04927825927734,17.823390990813817,2.4497208439491867,71.69848430156708,1.0,1.0,464,492,519,533,ct,999000608525971,infrastructure
42,212.0,213.0,202.0,194.3048128342246,197.5855614973262,181.47860962566844,39.97898015009856,36.63736010094073,44.97091540419717,160.25,221.0,161.25,224.75,143.0,213.0,12.741833420252341,7.170849472695634,0,330.0,0.2972972972972973,0.8108108108108109,0.967741935483871,3.6,0.9166666666666666,90.0,179.82208251953125,20.49802550887777,3.5283416750845116,88.48528122901917,1.0,1.0,629,639,268,304,o,999000608525971,other
43,146.0,145.0,141.0,144.75471698113208,144.26850507982584,140.1574746008708,17.221874366778323,17.422035600657686,17.14420245454218,136.0,156.0,135.0,156.0,131.0,151.0,4.171178401763434,2.2917181852095907,0,1214.5,1.2075471698113207,0.08951208726415094,0.2715787119856887,4.29166746455571,0.20612605743767487,39.47245788574219,119.82215118408203,39.323649717197604,2.0519002982481718,385.8893904685974,-1.0,-1.0,288,415,395,500,curb,999000608525971,curb
1,120.0,121.0,116.0,115.76293352038033,116.42235211596913,112.61345179643052,14.581399638923457,15.463500558971225,13.682064652914951,106.0,127.0,107.0,128.0,104.0,123.0,3.587314943267782,1.6526319253866468,0,127572.5,1.9064516129032258,0.6963184323999781,0.9765904593490801,0.523728813559322,0.6997559102627393,90.0,48.159324645996094,403.02649022207777,1.7456361191961747,1612.589961886406,1.0,1.0,49,639,330,639,r,999000608525972,infrastructure
2,114.0,111.0,114.0,119.77751592356688,115.26754777070063,119.41643312101911,30.244857291041708,30.667319755611853,29.73544857450541,100.0,145.0,96.0,139.0,99.0,144.0,4.696904049302855,2.9545576357519274,0,30961.0,0.8540772532188842,0.6677378307848254,0.9853287505569346,1.1717171717171717,0.6740029606408917,90.0,62.712806701660156,198.54664324673277,2.5666740455869537,755.7300096750259,1.0,1.0,0,198,393,625,pa,999000608525972,infrastructure
3,230.0,239.0,219.0,230.644848613555,238.6065621018142,220.2096277531703,9.248777865522658,7.488281808156308,13.104173068844558,225.0,236.0,235.0,243.0,212.0,227.0,13.207236200022912,6.235719220828077,0,130704.5,1.8848684210526316,0.7503473179020851,0.8911133761262106,0.5297202797202797,0.7541398370606291,90.0,78.9211654663086,407.9437927887089,1.4394803256551796,2765.270322918892,1.0,1.0,67,639,0,303,s,999000608525972,sky
4,59.0,34.0,41.0,75.64569458061463,57.38463098820109,59.228168633151896,57.09796897820132,62.35449787758984,56.59490287595778,37.0,91.0,16.0,71.0,22.0,71.0,16.404693161641372,6.743003734423502,0,29108.5,0.3815028901734104,0.6373379751269924,0.8452068119455858,2.633587786259542,0.6440646089169156,90.0,172.84054565429688,192.51517677295857,1.2942330603848673,1032.198045372963,1.0,1.0,0,131,0,345,p,999000608525972,vegetation
5,176.0,161.0,176.0,145.94671340929008,135.1599766286883,144.88571428571427,51.8144498487121,49.3251684805226,53.844330677231426,106.0,184.0,98.0,168.0,102.0,186.0,10.802331775913666,5.196909236908096,0,16805.5,0.4017094017094017,0.7640252773231496,0.9511290961571113,2.5053763440860215,0.7755549402372052,90.0,29.65110206604004,146.2785943637919,1.321422492751349,664.5756821632385,1.0,1.0,546,639,101,334,b,999000608525972,building
7,96.0,73.0,111.0,95.1529223378703,73.42380571123566,110.3952495329597,44.71923913051484,39.7487001851374,49.972161012762676,61.0,135.0,45.0,105.0,72.0,156.0,27.401467933497184,14.455846344270753,0,3627.0,0.8289473684210527,0.7575187969924813,0.9159090909090909,1.2096774193548387,0.78,90.0,54.92839813232422,67.95616108017312,1.2862308646992733,266.5096663236618,1.0,1.0,485,547,242,317,b,999000608525972,building
8,73.0,85.0,61.0,76.57882882882883,86.98873873873873,64.99774774774775,26.7085639752374,25.534773309328,28.993669616146256,60.0,92.0,70.0,102.25,46.0,81.0,16.08736510166866,5.643965072825214,0,404.5,0.6923076923076923,0.8643162393162394,0.9841849148418491,1.4705882352941178,0.951764705882353,90.0,98.18436431884766,22.694170966249754,1.2238530339546176,79.89949476718903,1.0,1.0,173,190,287,312,b,999000608525972,building
9,74.0,74.0,74.0,115.5748344370861,115.65165562913907,115.93245033112582,83.39555884004922,83.31797692404591,83.2978025752386,44.5,205.5,45.0,205.5,45.0,205.5,0.6977746964711442,1.185489014562737,0,690.5,2.9,0.5952586206896552,0.7732362821948489,3.120689949730317,0.6600282840512195,1.5074357986450195,92.65547943115234,29.650833135674784,3.4366366765369043,142.32590055465698,1.0,1.0,5,62,618,637,t,999000608525972,other
10,230.0,239.0,219.0,230.46163183842475,238.39750368638198,220.07390637334484,9.873075496935044,8.297246498843771,13.487394785038441,225.0,236.0,235.0,243.0,212.0,227.0,13.155494323553327,6.220740040056649,0,133377.0,1.8914473684210527,0.7630263157894737,0.9026261204408336,0.5278745644599303,0.7668782557698278,90.0,59.948814392089844,412.09327919555034,1.2075247441336694,1962.940248131752,1.0,1.0,65,639,0,303,s,999000608525972,sky
11,94.0,95.0,95.0,90.55905511811024,92.24094488188976,91.67874015748032,38.794644801169795,38.90971045396169,39.40471339551749,62.0,121.0,64.0,123.5,63.0,122.5,4.137662694515282,2.202112901781107,0,589.5,0.8181818181818182,0.6616161616161617,0.9104247104247104,0.740634090107759,0.7205226794559414,16.699243545532227,9.219789505004883,27.396618616562492,1.418216904529727,101.01219236850739,1.0,1.0,102,128,343,375,bi,999000608525972,means_of_transportation
12,62.0,51.0,55.0,87.32820512820513,78.26119658119659,80.6923076923077,68.16330547308978,71.70502836332531,67.78342352619087,38.0,120.0,25.0,114.0,31.0,113.0,8.099569712439393,3.5395593574404707,0,2817.0,0.7631578947368421,0.639065335753176,0.8805876836511409,1.329388555319928,0.6759783228688379,83.6598129272461,9.309709548950195,59.8891959999377,1.2960198266850518,245.48022866249084,1.0,1.0,303,360,258,333,p,999000608525972,vegetation
13,94.0,94.0,88.0,89.11557788944724,90.321608040201,84.92964824120602,45.90920369011005,45.623068808054306,45.674235123837846,51.0,129.0,52.25,131.0,46.0,125.0,4.594541251886025,2.15576195640678,0,365.5,1.04,0.5623076923076923,0.8849878934624698,1.2125000101939636,0.6803408811897917,37.87498474121094,117.18913269042969,21.572414181094846,1.2901840948009478,83.84061932563782,1.0,1.0,185,210,337,361,bi,999000608525972,means_of_transportation
14,90.0,85.0,91.0,89.3950697372689,83.21667207265651,90.04151800194616,9.542210458177733,9.816203631338633,10.052871674255243,85.0,97.0,79.0,90.0,85.0,97.0,5.586398119894054,2.659154963822136,0,2939.5,1.5526315789473684,0.3277765388046387,0.913455562461156,3.34854776073503,0.5138800368536673,30.963762283325195,115.18431091308594,61.1775092803639,3.8611387908449815,326.8355666399002,1.0,1.0,522,639,330,405,pa,999000608525972,infrastructure
15,94.5,97.5,97.0,90.68693693693693,91.88063063063063,92.58333333333333,38.10965343862679,38.10773825507912,38.637548740476184,63.0,121.25,64.75,124.0,65.0,123.0,4.38410357642122,2.403462674602555,0,409.5,1.2857142857142858,0.7222222222222222,0.978494623655914,0.7692307692307693,0.7875,90.0,69.16384887695312,22.834000822655874,1.3990094472998493,77.35533833503723,1.0,1.0,102,128,355,375,o,999000608525972,other
16,122.0,130.0,113.5,116.78547854785478,123.2871287128713,108.54455445544555,65.42408131712767,65.30848402125906,64.38024286740595,61.25,170.75,71.0,176.0,51.25,161.0,11.622503881930674,7.439149539345327,0,557.5,2.0,0.696875,0.9065040650406504,0.48717948717948717,0.752361673414305,90.0,91.81828308105469,26.642654638565077,2.3774967452232114,106.18376541137695,1.0,1.0,250,289,319,338,v,999000608525972,means_of_transportation
17,105.0,108.0,102.0,103.72255180820804,106.70605444941081,100.78724095895977,13.958080830442878,14.775513197289515,13.630000722438195,96.0,114.0,98.0,118.0,93.0,111.0,4.590396842023374,1.715025905236497,0,11898.0,4.440476190476191,0.379739563385676,0.6577841662980982,0.2044696450157251,0.4159632170459321,86.42366790771484,83.74282836914062,123.08129063045678,4.8516069511066044,898.6416974067688,1.0,1.0,0,372,349,432,pa,999000608525972,infrastructure
18,93.0,69.0,79.0,99.95777862305059,79.63674400912895,88.34119437048308,42.76190557095203,46.04539944049084,42.584045056363216,70.0,124.0,46.0,105.0,58.0,113.0,15.031928472216919,7.018950999159991,0,2536.0,0.9838709677419355,0.6705446853516658,0.9466218738335199,1.5986667501971719,0.705032243170399,55.304847717285156,139.01995849609375,56.82372291084396,1.6272112539675332,208.85281229019165,1.0,1.0,94,154,258,319,p,999000608525972,vegetation
19,115.0,106.0,122.0,112.76678043230945,104.10807736063708,119.46416382252559,22.148202596549897,23.84326744246763,21.998257795335633,102.5,127.0,94.0,119.0,110.0,133.0,11.322711842102255,4.139608171387387,0,790.0,5.375,0.5741279069767442,0.7787087235091178,0.17647058823529413,0.6196078431372549,90.0,93.30231475830078,31.71528401797434,5.530455463805575,190.911687374115,1.0,1.0,312,397,342,357,pa,999000608525972,infrastructure
20,98.0,76.0,113.0,96.37018459069022,76.02427768860353,111.92375601926163,42.471948086751844,38.69307049503572,48.2503940620626,65.0,132.0,50.0,104.0,75.0,154.0,26.994333765164736,14.8947405516097,0,4825.5,1.3766233766233766,0.5912153883851997,0.8455405642193797,0.5564516107655801,0.654228683955433,68.19859313964844,69.53912353515625,78.38378290896355,2.1060237718536805,362.9777023792267,1.0,1.0,442,547,245,321,b,999000608525972,building
21,76.0,69.0,73.0,69.10104529616724,65.29965156794425,66.00348432055749,21.558450624579752,24.103596820174698,22.293965411807186,55.5,84.5,48.0,84.0,50.5,83.0,5.181138753562127,3.5408918421034676,0,254.0,0.46153846153846156,0.8141025641025641,0.9788053949903661,2.272727272727273,0.9236363636363636,90.0,2.0559158325195312,17.983404693292407,1.9731240718161176,67.31370830535889,1.0,1.0,562,573,307,332,o,999000608525972,other
